Count of A1C Result Value,A1c Min Value,A1c Avg Value,A1c Max Value
8,7.9,8.73,10
7,6.9,7.3,7.7
6,10.2,12.8,14.9
3,7.5,9.5,11.2
3,11.8,12.17,12.5
3,6.8,8.47,10
5,7.9,8.24,8.9
6,8.1,9.25,10.6
2,6.3,8.1,9.9
4,9.5,10.55,11.8
2,8.6,10.2,11.8
9,6.4,9.04,10.2
14,5,6.44,9.1
1,9,9,9
6,5.6,5.75,5.9
2,9.2,10.6,12
3,6,6.23,6.5
4,6.6,6.85,7
4,7,7.38,8.1
2,6.6,6.75,6.9
2,7.3,7.55,7.8
6,8,9.32,10.9
4,9.5,10.45,11.5
4,7.2,7.8,8.9
7,7.7,8.1,8.8
5,8.4,10.26,12
5,5.5,5.72,5.8
5,9.7,10.14,10.8
5,8.2,8.96,9.7
10,6.4,6.88,7.6
4,7.3,8.13,9
6,7.4,8.27,9.1
7,5.8,6.64,7.4
4,6.8,7.28,8.6
7,9.1,10.01,11.7
5,7.6,8.28,8.9
14,5.6,6.54,7.8
5,6.2,6.48,6.8
5,6.8,8.36,9.8
5,6,6.32,6.6
5,8.8,10.48,12.6
2,7.6,8.15,8.7
4,5.6,9,16.2
4,10.2,11.13,12.3
5,5.8,6.02,6.2
5,6.7,7.74,8.2
4,5.1,5.38,5.7
2,7.7,8.05,8.4
8,5.9,6.99,7.9
10,9.6,10.98,12
2,6.3,6.55,6.8
3,7.6,8.7,10.3
8,11.7,13.25,14
4,5.9,8.3,10.6
7,9.4,10.4,11.8
1,13.6,13.6,13.6
4,6.6,6.78,6.9
4,7.1,7.55,7.9
8,7.4,9.18,15
5,5.8,8,9.9
6,8.7,10.75,12.2
2,10.8,10.85,10.9
3,7.3,8.2,9.5
4,9.8,11.55,14
3,6.7,7.07,7.3
3,8.5,10.03,10.9
5,6.3,6.7,6.9
3,4.7,5.37,6.2
1,14,14,14
7,6.8,8.4,9.4
4,5.5,5.78,6
4,8.6,10.35,11
4,7.7,8.1,8.4
6,6.8,8.3,13.3
5,6.5,6.66,7
4,12.1,13.43,14
4,6.7,7.28,8
4,8.7,9.4,10.2
4,7.6,9.03,11.1
6,7.6,8.75,9.5
11,7.6,8.09,8.3
3,10.9,11.37,12.2
17,4.8,6.29,7.9
9,6.8,7.27,7.7
2,7.9,8.6,9.3
4,6.8,7.73,8.9
4,7.6,7.85,8
12,6.2,7.1,8.3
2,6.9,7.6,8.3
3,6.2,7,7.7
4,7.8,10.4,17.5
1,6.4,6.4,6.4
4,6.2,6.55,7
2,9,9.4,9.8
3,10.8,11.27,12
4,7.2,7.83,8.2
5,5.1,5.46,5.8
5,7.2,8.08,8.7
3,10.6,11,11.8
8,7.2,7.86,8.5
8,7.6,8.04,8.8
5,7.9,8.18,8.5
3,5.5,6,6.5
2,6.2,6.4,6.6
3,12.1,13.5,15.1
4,6.6,6.8,7.1
7,6.6,7.46,8.3
5,5.7,5.88,6.1
3,7.5,7.73,7.9
2,7.5,7.65,7.8
2,8.7,8.8,8.9
3,6.9,8.37,10
3,5.6,5.93,6.3
3,8.4,10.2,11.7
2,6,6.75,7.5
3,7,7.33,7.7
3,8.4,9.6,10.8
6,7.1,7.7,8.2
5,5.4,5.88,6.2
4,6.5,6.83,7.4
2,7.9,8.4,8.9
2,9.4,9.9,10.4
12,6.1,7.53,9.4
1,8.9,8.9,8.9
5,5.4,5.68,6
2,6.6,6.7,6.8
12,9,10.93,13.2
4,12.1,13.08,14
6,5.8,6.03,6.2
8,8.4,9.31,10.2
7,5.9,7.67,11.8
3,6.5,6.67,6.8
4,6.6,6.98,7.5
4,6.1,6.48,7
5,8.8,10.52,11.9
1,6.8,6.8,6.8
7,8.2,9.49,10.6
3,6.6,7.4,8.4
2,8.2,9.25,10.3
2,11.9,14.5,17.1
3,7.4,7.73,8.3
7,7.7,9.3,12.2
4,6.4,6.9,7.6
10,7.8,10.36,16
6,8.5,10.1,11.2
2,7.7,8.05,8.4
4,7.8,9.53,13
3,6.5,7,7.3
5,10.6,11.92,12.9
5,6.2,7.82,10.4
6,6.5,8.63,10.9
2,6.7,6.95,7.2
4,10.7,11.6,13
1,5.6,5.6,5.6
1,7.3,7.3,7.3
8,7.8,10.2,12.2
5,7.6,8.08,8.3
3,8.8,9.43,9.8
6,7.4,8.88,10.7
5,6.3,6.88,7.4
9,4.7,5.19,5.5
6,7.6,8.58,9.3
5,7.7,8.22,8.8
2,4.8,4.8,4.8
2,7,7.2,7.4
5,7.8,9,9.7
5,5.6,6.66,8.9
3,7.7,9,10.2
3,7.2,8.77,10.2
6,5.6,6.12,6.6
9,6.4,8,9.6
11,6.5,7.25,8.8
3,9.1,10.93,12.5
6,5.7,5.97,6.3
3,7.3,7.37,7.4
7,6.4,7.16,8.2
5,6.7,7.38,8.1
3,6.9,7.2,7.6
5,6.4,7.04,7.9
5,5.7,7.48,9.9
7,8.2,8.77,9.4
4,7.3,8.15,9.9
7,6.8,8.44,10.8
4,6.8,7.5,8.5
6,6.1,6.65,7.2
2,9.9,10.6,11.3
2,5.5,5.85,6.2
3,6.2,9.77,13.8
6,7.8,8.67,9.5
5,6.5,7.9,8.9
2,6.8,7.1,7.4
5,6,6.52,7.3
3,5.9,6.57,7
2,7.5,8.7,9.9
3,11.1,12.13,13.6
7,6.6,9.03,11.8
7,6.7,7.57,9.2
4,5.6,5.7,5.8
6,6.4,6.97,7.7
5,6,7.56,8.8
2,5.1,5.1,5.1
8,6.2,7.03,8
2,8.2,8.4,8.6
5,7.7,7.94,8.2
6,5.7,5.9,6
2,9.1,9.3,9.5
3,6.1,6.67,7.6
3,8.6,8.93,9.2
5,6.5,7,7.6
6,5.9,6.35,6.7
3,5.5,7.7,9.9
3,6.1,7.2,8.5
10,6.1,6.54,7.5
4,6.1,6.23,6.4
3,12.6,13.27,14
3,8,8.97,10.7
7,7.7,8.97,11.2
7,7.3,8.11,10
6,6.2,7.18,8.1
4,5.9,6.05,6.2
7,5.7,6.57,7.8
4,6.9,7.28,7.5
5,6.1,6.74,8.2
8,8.1,8.89,10.4
10,6.6,7.91,9.9
6,6.5,6.85,7.6
4,6.2,7.88,12.7
4,7.2,7.35,7.5
5,7.3,7.94,8.7
12,8.6,9.57,10.8
3,7.8,8.27,8.9
4,7.5,8.38,9
2,7.1,7.5,7.9
5,6.5,6.76,7.1
11,6.5,8.01,9.2
6,5.5,6.17,7.2
2,10.8,12.1,13.4
1,7.8,7.8,7.8
8,6.6,8.34,9.8
7,5.8,6.71,7.8
4,8.7,9.28,9.7
10,7.9,8.92,11
3,8.1,11.93,14
6,5.5,7,8.4
7,6.4,8.14,9.3
6,10.4,11.38,13.1
3,7,8.93,10.5
2,6.7,8.75,10.8
1,10.8,10.8,10.8
1,8,8,8
4,8.7,9.38,10.4
4,6.4,6.6,6.8
7,7.1,7.96,8.7
5,8.7,9.24,9.9
6,6.9,7.52,8.2
7,7.1,7.64,8.2
2,7.2,8.55,9.9
5,6.7,7.04,7.4
8,5.3,5.69,6.6
3,8.7,10,11.3
3,5.5,5.6,5.7
2,7.7,8.25,8.8
1,8.8,8.8,8.8
4,5.7,6.43,7.5
5,7,7.68,8.3
5,7.3,9.06,11.2
6,6.9,7.52,8
7,7.2,8.23,9.8
5,5.4,5.68,5.9
3,7,7.33,7.7
3,7.5,9.77,11.3
6,7.5,10.17,13.1
5,6,7.36,11.6
3,8.1,8.57,9
2,6.7,7.75,8.8
6,7.9,9.57,11.4
4,7.9,8.83,9.7
6,7.5,9.47,13.2
8,6.7,7.91,9.2
1,9.2,9.2,9.2
3,6.7,6.77,6.8
6,7.4,7.9,8.1
4,6.2,8.38,11.3
5,7.2,8.08,9.6
3,8.2,8.4,8.5
4,6.2,6.6,7.3
2,11.9,13.75,15.6
5,6.6,7.58,9.4
5,7,9.72,11.5
4,7.4,7.78,8.3
4,9.2,10.2,11.2
16,6.8,8.14,9.3
4,6.1,6.25,6.4
5,7.4,7.94,8.4
2,8.7,8.75,8.8
5,8.5,9.4,10.4
2,5.9,6.15,6.4
6,5.8,6.28,7
2,8.5,9.9,11.3
6,6.9,8.05,10.9
2,8.4,9.55,10.7
4,9.3,9.78,10.3
4,7.1,7.38,7.9
5,6.3,6.9,7.8
6,7.6,8.4,9.2
7,7.3,7.94,8.5
15,6.6,7.62,9.2
5,7.2,8.24,9.6
1,6.8,6.8,6.8
4,6.5,7.2,7.7
7,6.2,6.7,7.5
2,7.9,8.05,8.2
5,5.5,5.68,5.8
2,6.2,6.2,6.2
5,7.3,7.62,7.8
6,7.9,9.1,10.4
3,8.8,8.93,9.2
2,8.3,8.75,9.2
9,5,5.42,5.9
6,6.8,7.1,7.5
6,6.7,6.97,7.8
5,6.1,6.6,7.7
14,6.7,7.82,9
4,6.3,7.75,8.8
2,7.4,7.7,8
8,5.7,6.9,8.4
8,11.9,12.8,13.8
5,6.6,6.8,7.1
3,12.5,13.2,14
6,6,8.65,11
2,7.6,8,8.4
5,7.8,8.56,9.3
5,6.4,6.66,7.1
3,7.5,9.47,11.9
3,8,9.1,9.9
7,5.6,6.03,6.6
4,5.8,5.98,6.2
6,5.2,6.43,8.5
2,6.9,7.1,7.3
4,5.6,5.98,6.3
1,9.5,9.5,9.5
5,7.5,8.52,10.1
4,6.8,7.35,7.8
2,8.8,9.4,10
3,5.7,6.03,6.3
5,5.6,8.02,10
4,6.8,7.08,7.5
5,6.8,9.3,12.2
5,5.9,6.04,6.2
8,5.6,5.83,6.1
5,6.3,6.78,7.4
2,6,6.1,6.2
8,7.8,10.19,13.1
5,11.6,13.34,14.5
1,9.4,9.4,9.4
3,7.5,7.53,7.6
6,8.3,9.45,10.1
5,7,8.48,10.2
2,13.2,13.6,14
2,8.1,8.2,8.3
4,7.7,8.23,8.8
13,6,6.87,9.7
7,6.7,7.73,9
1,8,8,8
5,5.8,6.72,8.4
5,7.8,8.56,9.6
2,7.9,8.6,9.3
5,6.6,10.74,13.7
1,6.9,6.9,6.9
4,6.4,6.68,7.2
3,6.4,6.73,7.1
3,10.8,11.27,11.5
5,5.1,5.78,6.5
3,7.7,8.9,10.6
3,5.5,5.63,5.8
8,7.6,9.01,10.2
6,5.1,6.45,7.8
2,6.1,7.45,8.8
5,5.8,6,6.1
7,8.6,9.33,10.9
1,4.8,4.8,4.8
4,8,10.58,12.3
12,7.7,8.68,9.3
4,7,8.65,12
4,6.3,6.5,6.7
9,6.8,7.52,8.3
3,7.1,8.77,11.4
3,5.6,6,6.4
9,6.1,6.53,7
2,8.7,10.2,11.7
5,7.7,8.62,10
8,5.8,6.54,7.3
4,5.8,6.05,6.3
5,6.6,7.36,8.6
3,6.1,6.83,7.5
7,6,6.79,9
2,6.8,6.9,7
2,7.5,8.05,8.6
4,10.5,11.8,12.9
10,5.4,6.56,10.1
3,5.7,7.9,10.8
8,7.4,7.68,8.1
5,6.3,6.86,7.8
3,6.4,9.3,12
8,6.4,7.73,8.4
7,5.8,6.27,6.8
6,5.3,6.3,7.7
1,8.6,8.6,8.6
2,9.5,9.95,10.4
5,6.5,7.02,7.5
5,5.8,6.08,6.3
5,5.8,6.36,6.8
4,7,7.85,8.4
2,5.1,5.2,5.3
4,6.7,7.23,7.8
3,6.2,6.47,6.6
4,5.6,6.1,7
3,6.4,6.9,7.2
2,7.9,8.8,9.7
3,8.3,11,13.7
4,8.9,9.55,10.1
4,8.3,9.43,10.8
6,9.4,10.57,11.6
5,7.4,8.02,8.9
3,11,11.17,11.3
4,9.3,10,10.8
7,6,6.86,7.6
7,7.1,7.64,8.4
7,7.4,8.16,9.4
4,6.1,6.68,7.1
1,6.5,6.5,6.5
1,7.2,7.2,7.2
6,8.7,9.15,10.5
5,5.2,5.42,5.7
5,7.2,7.9,8.6
6,10.3,11.58,14.4
4,5.6,6.18,7.2
1,13.3,13.3,13.3
3,7.9,8.7,9.8
2,9,10.3,11.6
3,9.7,10.23,11.1
5,5.8,6.36,6.7
4,10.4,11.4,12.9
3,6.9,8.07,9.5
1,11.1,11.1,11.1
1,14,14,14
10,6.2,8.08,10.6
4,7.7,8.68,10.3
6,6.3,6.63,7.2
3,8,9.7,11.8
6,5.5,5.68,6
7,7,7.6,8.3
1,5.5,5.5,5.5
8,8.1,9.31,10.7
3,6.1,6.33,6.7
1,10,10,10
3,7.4,8.9,11.1
3,6.7,8.37,10.4
2,6.1,6.15,6.2
1,11,11,11
2,6.2,6.35,6.5
1,7,7,7
6,6.2,6.85,7.2
3,9,10.27,11.3
2,5.4,5.55,5.7
5,5.9,5.94,6.1
7,5.7,5.91,6.2
5,6.6,7.42,8.1
2,5.5,6.5,7.5
3,6.1,7.6,10
3,6.4,8.3,9.8
4,5.5,5.58,5.7
4,6,6.3,6.7
3,6.9,7.07,7.2
4,7.6,8.85,9.7
4,7.6,9.23,11.3
5,7.5,8.18,8.9
5,5.9,6.12,6.4
8,7.6,9.33,11.6
2,6.9,7.15,7.4
2,11,12.4,13.8
6,7.9,8.35,9.2
5,11,11.8,12.9
5,6.9,7.78,8.8
7,7,8.24,9.3
2,7.9,8,8.1
5,4.6,5.38,5.9
8,6.9,8.45,10.6
6,6.8,7.13,7.5
1,5.5,5.5,5.5
7,7,7.81,8.8
3,5,5.13,5.4
1,7.7,7.7,7.7
1,8.3,8.3,8.3
5,6.3,6.84,7.6
3,6.9,7.87,8.6
4,6,6.83,7.8
10,5.9,6.23,6.8
8,6.4,7.18,8.5
6,10.3,11.68,13.9
6,6,6.47,7
5,8,9.5,12
4,9.5,10.75,11.9
1,5.6,5.6,5.6
6,6.6,7.1,8.1
2,7,7.05,7.1
2,9,9.6,10.2
2,6.6,7.15,7.7
7,5.8,6.66,7.1
7,5.9,7.27,11.4
1,6.4,6.4,6.4
3,14,16.87,19.5
4,5.6,5.65,5.7
4,7.4,8.43,10.2
7,7.5,8.66,9.9
1,9,9,9
5,6,6.32,6.6
3,10.6,11.8,12.8
4,6.1,6.88,8.2
1,13.1,13.1,13.1
4,6.1,6.55,6.8
3,8.4,9.23,9.8
7,5.1,6.07,6.9
8,6.3,8.26,12.5
1,6.5,6.5,6.5
6,6.1,6.2,6.5
13,7.2,8.05,9.1
7,5,5.94,7
4,6.6,6.98,7.7
4,6.7,7,7.4
1,9.3,9.3,9.3
1,14,14,14
6,7,7.65,8.2
7,6.5,8.51,10.1
5,9.7,11.32,12.8
1,7.2,7.2,7.2
7,7.2,8.24,10.9
7,9.4,11.84,14.2
3,6.8,8.47,11.4
2,9,9.8,10.6
4,6.4,6.6,7.1
3,5.3,5.4,5.5
3,9.4,10.6,11.8
9,6.2,6.78,7.7
4,7.7,8.1,8.8
1,8.3,8.3,8.3
4,8.2,8.48,8.9
4,6.8,6.98,7.3
2,6.1,7.85,9.6
4,5.2,5.55,6.1
2,8.5,9.95,11.4
3,9.1,10.67,13.1
5,7.4,9.12,10.4
1,5.4,5.4,5.4
5,7.3,7.7,8.1
9,7.4,8.1,8.8
3,6,6.13,6.3
6,6.1,7.65,12.1
5,8.5,9.26,9.6
5,7.3,9.16,11.5
4,6.8,8.1,10.6
2,10.2,10.35,10.5
4,7,7.48,8.2
4,6.3,7.43,9.2
4,5.8,6.53,7.7
3,6.9,8.3,9.6
7,7.2,7.89,8.2
7,6.7,7.34,8.3
4,7.1,7.53,8
3,7.4,7.57,7.7
3,9.2,10.43,11.6
9,5.3,7.14,9.9
3,7.3,7.93,9
3,6.6,7.07,7.3
4,5.6,5.78,5.9
7,7.1,8.86,10.8
2,7.8,8.45,9.1
2,6.7,6.95,7.2
5,8.8,9.9,11.4
6,9.2,10.33,11.5
5,6.9,7.6,8.4
2,7.2,7.4,7.6
5,6.7,8.72,11
4,7.6,8.25,8.9
3,7.8,8.13,8.6
4,5.9,6.03,6.2
3,6,6.2,6.4
4,9.1,9.33,9.5
6,7.7,9.92,11.9
12,8.2,10.63,13.3
6,6.4,8.13,12.3
6,6.2,6.55,7
1,5.3,5.3,5.3
2,8.9,9.9,10.9
3,5.7,5.9,6.1
14,6.4,7.28,8.3
5,10.5,11.48,12.4
3,6.7,7.47,8.4
4,10.6,11.55,12.2
6,7.4,8.35,9.5
8,6.1,6.91,8
6,6.6,7.33,8.2
4,4.8,4.95,5.1
1,7.9,7.9,7.9
2,5.5,5.6,5.7
6,5.3,8.27,10.3
2,9.7,10.8,11.9
4,8,8.75,9.4
5,5.6,6.86,11
5,6.4,6.74,7.1
4,7.1,8.25,9.5
6,4.8,5.23,5.6
3,6,6.53,7.2
4,10.5,12,13.7
3,6.6,6.83,7
3,5.8,6.37,7.2
2,6.2,6.95,7.7
1,6.2,6.2,6.2
1,5.2,5.2,5.2
6,5.8,6.33,6.8
5,8.7,10.2,12.8
5,5.8,5.96,6.1
2,5.2,5.4,5.6
8,8.6,9.66,10.3
2,6.7,7.3,7.9
4,7.6,8.8,9.4
4,6.1,6.4,6.9
5,5.3,5.42,5.5
5,9.8,11.34,13.1
2,10.5,10.75,11
3,9.9,10.2,10.4
3,10.4,11.37,12
2,11.6,12.1,12.6
3,7.4,8.47,9.2
11,6.9,8.93,11
7,8.7,9.13,9.9
6,9.8,10.07,10.3
10,6.1,8.91,18.9
9,7.4,8.24,9.7
2,14,14.35,14.7
1,5.9,5.9,5.9
6,6.2,7.17,8.1
9,7.8,8.91,11
1,7.9,7.9,7.9
3,7.6,8.9,11.4
2,7,7.25,7.5
5,6.5,8.12,10.4
6,5.4,7,8.6
2,10,10.15,10.3
8,6.4,8.09,11.9
3,8.3,8.97,9.8
8,6.6,7.55,8.1
4,8.4,11,13
5,8,8.78,9.5
4,7.9,8.3,9.1
5,8.7,11.24,13
3,8.3,8.5,8.7
2,7.8,8.3,8.8
3,7.7,7.97,8.4
5,6.5,6.74,7
2,10.4,10.6,10.8
5,6.3,6.9,7.4
3,7.8,8.07,8.6
2,6.1,6.15,6.2
6,7.8,9.25,11
4,7.8,10.03,14
3,6.6,7.77,8.7
4,7,7.93,9.4
6,6.2,7.72,9.3
2,6.1,6.1,6.1
3,5.4,5.83,6.1
3,5.6,5.67,5.7
4,12.7,13.9,15
4,6.8,8.35,9.4
1,5.3,5.3,5.3
6,7.7,8.28,8.8
7,7.1,7.66,8
6,9.9,10.6,11.8
5,8.4,9.6,10.9
9,6.1,8.83,13.6
4,10,11.83,13.9
4,6.8,6.93,7
4,8.7,9.4,9.9
5,6.2,6.98,8
4,6.3,6.8,7.1
3,8,8.07,8.1
2,9,9.15,9.3
2,6.5,6.65,6.8
5,7.8,9.66,11.6
6,6.9,7.17,7.4
5,6.7,7.82,8.8
5,5.7,6.32,7.3
7,6.2,6.51,7.1
4,10.2,10.98,12.2
4,6.1,7.75,10.5
3,8.2,10.13,11.9
5,8.4,9.68,10.7
3,6.2,6.23,6.3
5,6.3,6.66,6.9
6,5.9,6.17,6.4
1,8,8,8
3,6.5,7.03,7.4
8,5,6.29,8.1
7,6.1,6.67,7.1
2,5.6,6.7,7.8
7,5.8,6.01,6.4
4,8.7,9.45,11.2
10,5.4,8.35,9.9
7,7,8,8.8
4,8.8,9.85,11.2
4,6.5,6.78,7.1
4,8.4,12.1,16.1
3,7.1,8.13,9.9
6,6.4,7.32,8.3
6,6.5,6.97,7.4
5,6.9,7.04,7.3
1,14.3,14.3,14.3
3,8.8,9.73,10.7
2,8.5,8.8,9.1
7,6.6,7.17,8.1
3,14,15.53,17.9
1,9.3,9.3,9.3
8,8.4,11.2,12.7
6,6.5,6.72,7.1
8,7.3,8.31,9.7
4,7.6,8.85,10
1,8,8,8
9,7.4,9.54,10.7
5,7.8,8.86,10.1
6,5.9,7.15,8.2
9,6,6.21,6.5
2,6.8,8.9,11
5,6,6.26,6.6
4,8.2,8.45,8.9
3,6,6.63,7
7,6.7,7.09,7.6
1,12.8,12.8,12.8
2,8,8.05,8.1
8,7,8.31,9.9
3,6.1,6.43,6.7
3,8.5,8.9,9.4
1,12.2,12.2,12.2
2,5.2,5.3,5.4
3,9.1,9.33,9.5
4,6.2,6.55,7
7,6.1,6.54,7.1
4,5.6,6.08,6.3
1,10.7,10.7,10.7
7,6.4,7.13,8.5
3,7.1,7.33,7.5
4,6.9,7,7.1
2,5.2,5.4,5.6
3,9.1,10.13,11.1
4,6.8,8.4,10
1,7.8,7.8,7.8
3,5.1,5.33,5.5
5,7,8.02,9.5
4,6.9,7.13,7.6
2,7.2,7.35,7.5
5,6.4,6.8,7.2
6,10.2,11.07,11.7
3,7.5,11.07,14
3,6.4,7.57,9.3
3,7.7,9.3,10.5
9,7,7.37,7.8
1,5.7,5.7,5.7
7,8.5,10.73,14
4,5.7,5.9,6.2
6,5.9,9.02,15.9
6,5.2,6.2,9.4
7,7.5,8.83,10.1
7,7.4,7.83,8.2
2,11.7,12.65,13.6
8,7.2,10.79,14
3,7.5,8.07,8.9
3,6.9,7.57,8
3,10.4,11.2,11.7
7,7.2,7.89,8.6
4,11.4,12.55,14
7,6.7,7.53,8.2
4,7.1,8.68,9.6
5,8.1,9.04,10.1
1,5.3,5.3,5.3
5,7,7.82,8.8
1,5.3,5.3,5.3
4,5.6,6.88,8.7
4,9.5,10.63,12.2
4,5.9,6.95,8.4
10,5.3,5.88,6.9
1,5.2,5.2,5.2
10,7.2,8,9.7
7,6.3,6.46,6.7
2,10.6,10.65,10.7
3,6.8,6.8,6.8
5,7.4,10.58,13.8
2,7,7.15,7.3
7,8.1,8.51,9.1
4,10.1,10.68,11.2
4,6.1,6.3,6.6
5,7.1,8.44,10.3
2,4.5,4.55,4.6
4,6.6,7.75,9.7
4,5.1,5.38,5.9
2,6.9,7.1,7.3
1,10,10,10
2,10.2,10.65,11.1
4,8,8.53,9.2
5,6.9,7.28,7.4
2,7.2,8.75,10.3
4,6.8,10.03,12.8
2,8.9,9.2,9.5
5,5.7,5.84,6.1
5,5.9,6.38,6.7
7,5.8,6.29,8
11,5.4,7.37,9.1
5,7.9,8.5,8.8
5,7.5,8.24,8.7
4,7.1,7.25,7.4
2,13,13.5,14
4,6.4,7.13,8.5
5,6.3,6.48,6.9
11,6.4,8.02,9.6
8,6.6,7.74,8.5
3,10.4,10.8,11.5
8,7.2,8.8,12.3
5,6.5,8.3,10.7
4,9.8,14.83,20.4
4,5.8,6.6,7.4
4,6.4,6.7,7.2
6,7.3,11.65,18.2
3,7.5,8.4,9.5
7,7.3,9.67,11.7
4,11.7,13.35,15.6
2,9.1,9.25,9.4
7,6.6,7.1,7.5
3,6.8,7.6,8.1
1,5.8,5.8,5.8
4,7.5,8.15,9.1
4,6.4,9.3,13.4
4,9.9,11.3,13.5
3,8,10.67,15.7
2,5.9,6.8,7.7
4,6.1,6.23,6.4
4,6.2,7.43,8.9
4,9,9.93,10.9
4,7.8,8.28,8.7
5,7.5,8.12,9.1
6,8.3,9.93,11.5
3,11.8,12.17,12.6
6,6.9,7.95,8.4
9,6.8,8.2,10.1
7,5.8,6.04,6.9
4,6.3,6.68,7
2,8.6,10.9,13.2
2,11.3,11.55,11.8
5,5.6,6.24,6.9
5,6.3,6.86,7.2
4,7.2,8.9,10.2
1,6.5,6.5,6.5
3,7,7.23,7.6
3,7,7.1,7.2
1,12.6,12.6,12.6
2,6.9,7.1,7.3
1,7.8,7.8,7.8
3,6.8,7.3,7.8
1,8.4,8.4,8.4
2,7.1,7.7,8.3
3,7.8,9.07,9.9
5,6.5,10.26,14
3,4.8,4.93,5
6,5.8,6.63,7.4
1,10.3,10.3,10.3
3,5.9,6.3,6.6
6,6.7,8.32,11.7
4,9.5,10.38,11.3
6,7.7,9.5,12.2
4,7.7,10.15,13.5
5,6.1,6.36,6.5
4,5.5,5.65,5.8
5,5.9,6.74,7.5
3,5.3,6.67,8.7
13,6.9,7.45,8.9
4,6.1,6.48,6.8
5,6.4,7.22,8.4
3,6.3,7.07,7.5
2,6.6,7.05,7.5
4,7.4,9.58,13.4
8,6.9,7.61,8.1
6,7.5,7.9,8.3
5,7.8,8.54,9.6
7,7.7,8.26,8.8
3,5.6,5.7,5.8
2,11,12.2,13.4
4,7,7.28,7.8
4,6.4,7.28,7.9
1,13,13,13
4,6.1,8.83,11.4
6,7.5,9.32,12.9
4,6.6,7.98,9.9
1,6.6,6.6,6.6
5,5.2,5.7,6.2
5,8.4,9.16,9.7
4,8.3,9.1,10.5
2,11.8,12.9,14
2,5.2,5.45,5.7
2,8.7,8.75,8.8
1,8.9,8.9,8.9
8,6.6,7.06,7.5
17,6.9,7.48,8.2
1,10.1,10.1,10.1
2,6.5,7.35,8.2
5,9,9.74,10.2
6,6.6,6.8,7.2
3,7.2,7.67,8.2
4,5.6,5.75,6
2,5.8,5.85,5.9
5,7.5,7.88,8.7
7,8,8.5,9.3
8,5.5,5.86,6.2
2,8.2,9.9,11.6
5,8.1,8.48,8.9
6,6.3,6.68,7.3
5,9.7,10.66,11.8
3,5.9,6.2,6.4
5,6.2,6.96,8.5
4,10,11,12
4,8.7,9,9.5
10,6.7,6.93,7.3
3,6.1,6.3,6.5
2,7.8,8.15,8.5
5,7.1,7.54,8
13,6.2,8.01,13.3
2,8.8,9,9.2
7,8.2,9.13,10
2,6.9,7.05,7.2
2,5.8,5.95,6.1
1,8.3,8.3,8.3
3,6.7,6.87,7.1
3,6.3,7.3,7.9
4,8.1,9.08,9.7
5,5.8,6.06,6.8
3,10.2,10.57,11.2
2,6.6,6.85,7.1
5,6.3,7.54,8.4
3,7,7.37,7.9
2,8.3,8.45,8.6
7,8.8,9.5,10.8
4,7.7,8.18,8.9
4,6.5,6.88,7.6
4,8.1,8.83,10.4
4,6.7,7.78,8.3
4,5.8,6.28,6.8
7,6.7,7.04,7.7
4,6.1,6.28,6.4
5,8.8,9.58,10.7
2,5.8,5.8,5.8
3,6.4,8.67,10.4
1,5.1,5.1,5.1
2,9.2,9.85,10.5
7,7,7.99,9.6
3,14,14.87,16.4
7,6,6.26,6.7
4,6.2,8.38,10.8
4,6.6,7.28,7.9
3,8.4,8.5,8.7
2,7.7,7.95,8.2
4,10.3,11.2,11.9
8,6.1,7.41,9.8
4,6.1,6.58,7.3
4,7.2,8.63,10.5
3,5,5.2,5.4
4,6.7,8.88,9.8
8,8.2,10.73,12.8
4,5.9,7.15,8.2
3,6.7,7.47,8.2
4,5.8,6.13,6.6
2,8.5,9.15,9.8
7,6.2,7.47,8.4
2,8.5,8.6,8.7
4,7.7,8.8,9.8
2,7.7,8.55,9.4
6,5.4,6.05,6.8
3,7.2,7.43,7.8
2,11.6,12.65,13.7
2,6.3,6.75,7.2
15,7.5,8.69,10.8
3,8.4,8.77,9.2
5,6.4,7.02,7.3
3,5.1,5.53,5.8
5,7.1,7.58,8.1
5,8.8,9.72,10.9
7,7.4,10,12.1
3,8.8,10.23,11.3
3,5.1,5.23,5.3
1,8.8,8.8,8.8
4,6.9,8.1,9.1
5,5.9,7.78,12.4
6,8.8,10.27,12.2
1,8.6,8.6,8.6
6,6.3,7.03,7.9
4,5.7,7.95,13.5
2,8.4,9,9.6
4,6.2,6.53,6.8
7,6.7,6.87,7.1
4,6.3,7,7.9
2,7,7.2,7.4
1,13.3,13.3,13.3
3,6.8,7.13,7.5
3,8.8,10.27,12.7
3,7.2,7.83,8.9
5,7.1,7.32,7.5
5,5.9,6.7,7.5
1,7.3,7.3,7.3
2,8.4,8.5,8.6
6,5.9,7.98,10.1
5,6.4,6.72,7.5
5,7,7.32,7.7
11,5,5.71,6.2
6,8.3,9.38,10.8
3,8.4,8.9,9.5
5,6,7.22,9.4
2,9.2,9.75,10.3
1,7.6,7.6,7.6
6,9.6,10.02,10.5
4,5.9,6.3,6.8
3,4.8,5.17,5.7
3,6.4,6.7,7.1
3,6.4,6.87,7.1
6,6.2,6.55,7.2
3,8.9,9.33,9.9
6,6.5,6.75,7.2
8,6.4,6.84,7.1
5,7,9.08,10.2
7,10.2,10.84,11.6
7,6.5,8.16,9.1
